"StichtagDatJahr","xkoord","ykoord","GebOrtSort","GebOrtLang","GebLandSort","GebLandLang","AnzBestWir"
2017,672900,220000,1055,"Gisikon",8100,"Schweiz",1
2017,675300,212000,1056,"Greppen",8100,"Schweiz",2
2017,666300,207900,1058,"Horw",8100,"Schweiz",25
2017,663800,209600,1059,"Kriens",8100,"Schweiz",50
2017,666200,211800,1061,"Luzern",8100,"Schweiz",4326
2017,656700,209800,1062,"Malters",8100,"Schweiz",22
2017,671000,211000,1063,"Meggen",8100,"Schweiz",8
2017,676200,219800,1064,"Meierskappel",8100,"Schweiz",4
2017,672300,218700,1065,"Root",8100,"Schweiz",18
2017,655900,207600,1066,"Schwarzenberg",8100,"Schweiz",4
2017,673100,215900,1067,"Udligenswil",8100,"Schweiz",5
2017,679500,207200,1068,"Vitznau",8100,"Schweiz",5
2017,675700,209500,1069,"Weggis",8100,"Schweiz",10
2017,657000,228600,1081,"Beromünster",8100,"Schweiz",27
2017,649700,229400,1082,"Büron",8100,"Schweiz",2
2017,649800,218400,1083,"Buttisholz",8100,"Schweiz",14
2017,655300,222500,1084,"Eich",8100,"Schweiz",1
2017,650700,227700,1085,"Geuensee",8100,"Schweiz",9
2017,646300,220400,1086,"Grosswangen",8100,"Schweiz",15
2017,660000,222500,1088,"Hildisrieden",8100,"Schweiz",14
2017,648000,227800,1089,"Knutwil",8100,"Schweiz",5
2017,647600,224300,1091,"Mauensee",8100,"Schweiz",6
2017,658100,216700,1093,"Neuenkirch",8100,"Schweiz",15
2017,653000,220700,1094,"Nottwil",8100,"Schweiz",7
2017,651300,223000,1095,"Oberkirch",8100,"Schweiz",14
2017,654200,230100,1097,"Rickenbach (LU)",8100,"Schweiz",5
2017,652200,215100,1098,"Ruswil",8100,"Schweiz",32
2017,653100,224800,1099,"Schenkon",8100,"Schweiz",1
2017,651200,230700,1100,"Schlierbach",8100,"Schweiz",4
2017,657100,220700,1102,"Sempach",8100,"Schweiz",7
2017,650700,224700,1103,"Sursee",8100,"Schweiz",711
2017,648400,231700,1104,"Triengen",8100,"Schweiz",24
2017,648200,212100,1107,"Wolhusen",8100,"Schweiz",282
2017,642700,222500,1121,"Alberswil",8100,"Schweiz",1
2017,633600,225600,1122,"Altbüron",8100,"Schweiz",7
2017,639600,228000,1123,"Altishofen",8100,"Schweiz",5
2017,641700,229200,1125,"Dagmersellen",8100,"Schweiz",12
2017,637300,225900,1126,"Ebersecken",8100,"Schweiz",4
2017,643100,226200,1127,"Egolzwil",8100,"Schweiz",1
2017,643900,222200,1128,"Ettiswil",8100,"Schweiz",10
2017,635600,222800,1129,"Fischbach",8100,"Schweiz",5
2017,640200,221200,1130,"Gettnau",8100,"Schweiz",5
2017,634000,224500,1131,"Grossdietwil",8100,"Schweiz",12
2017,639400,215000,1132,"Hergiswil bei Willisau",8100,"Schweiz",11
2017,636300,212200,1135,"Luthern",8100,"Schweiz",6
2017,645600,215000,1136,"Menznau",8100,"Schweiz",13
2017,640800,226900,1137,"Nebikon",8100,"Schweiz",3
2017,634800,231000,1139,"Pfaffnau",8100,"Schweiz",10
2017,640300,233000,1140,"Reiden",8100,"Schweiz",25
2017,633900,229100,1142,"Roggliswil",8100,"Schweiz",2
2017,641700,224500,1143,"Schötz",8100,"Schweiz",13
2017,634800,218600,1145,"Ufhusen",8100,"Schweiz",5
2017,644300,226300,1146,"Wauwil",8100,"Schweiz",6
2017,640300,234700,1147,"Wikon",8100,"Schweiz",7
2017,636700,221000,1150,"Zell (LU)",8100,"Schweiz",11
2017,641900,219100,1151,"Willisau",8100,"Schweiz",41
2017,691800,192900,1201,"Altdorf (UR)",8100,"Schweiz",523
2017,688600,165400,1202,"Andermatt",8100,"Schweiz",28
2017,690900,190700,1203,"Attinghausen",8100,"Schweiz",9
2017,686900,199000,1204,"Bauen",8100,"Schweiz",5
2017,693300,192300,1205,"Bürglen (UR)",8100,"Schweiz",36
2017,692500,186300,1206,"Erstfeld",8100,"Schweiz",35
2017,690400,195600,1207,"Flüelen",8100,"Schweiz",30
2017,687900,169100,1208,"Göschenen",8100,"Schweiz",9
2017,691000,177100,1209,"Gurtnellen",8100,"Schweiz",16
2017,686500,163700,1210,"Hospental",8100,"Schweiz",7
2017,685500,196100,1211,"Isenthal",8100,"Schweiz",3
2017,681500,161400,1212,"Realp",8100,"Schweiz",2
2017,692800,191000,1213,"Schattdorf",8100,"Schweiz",19
2017,689500,192800,1214,"Seedorf (UR)",8100,"Schweiz",11
2017,687400,202700,1215,"Seelisberg",8100,"Schweiz",5
2017,694100,182900,1216,"Silenen",8100,"Schweiz",21
2017,690100,200500,1217,"Sisikon",8100,"Schweiz",6
2017,698300,192100,1218,"Spiringen",8100,"Schweiz",5
2017,701500,191100,1219,"Unterschächen",8100,"Schweiz",2
2017,688800,173400,1220,"Wassen",8100,"Schweiz",14
2017,699800,220400,1301,"Einsiedeln",8100,"Schweiz",344
2017,682700,205100,1311,"Gersau",8100,"Schweiz",18
2017,699200,227100,1321,"Feusisberg",8100,"Schweiz",15
2017,701400,228700,1322,"Freienbach",8100,"Schweiz",36
2017,697100,228000,1323,"Wollerau",8100,"Schweiz",29
2017,676100,215100,1331,"Küssnacht (SZ)",8100,"Schweiz",36
2017,705500,227700,1341,"Altendorf",8100,"Schweiz",20
2017,708800,226700,1342,"Galgenen",8100,"Schweiz",30
2017,712400,218300,1343,"Innerthal",8100,"Schweiz",1
2017,707200,227700,1344,"Lachen",8100,"Schweiz",720
2017,716500,225500,1345,"Reichenburg",8100,"Schweiz",19
2017,712900,225800,1346,"Schübelbach",8100,"Schweiz",31
2017,714000,229100,1347,"Tuggen",8100,"Schweiz",16
2017,710900,220100,1348,"Vorderthal",8100,"Schweiz",9
2017,710400,227700,1349,"Wangen (SZ)",8100,"Schweiz",25
2017,697000,214100,1361,"Alpthal",8100,"Schweiz",4
2017,683500,212100,1362,"Arth",8100,"Schweiz",38
2017,697900,204900,1363,"Illgau",8100,"Schweiz",2
2017,689000,206000,1364,"Ingenbohl",8100,"Schweiz",33
2017,686700,210000,1365,"Lauerz",8100,"Schweiz",5
2017,689800,204000,1366,"Morschach",8100,"Schweiz",3
2017,700400,203500,1367,"Muotathal",8100,"Schweiz",19
2017,702100,210700,1368,"Oberiberg",8100,"Schweiz",10
2017,693900,217800,1370,"Rothenthurm",8100,"Schweiz",13
2017,690900,215200,1371,"Sattel",8100,"Schweiz",13
2017,692400,208500,1372,"Schwyz",8100,"Schweiz",520
2017,689300,211600,1373,"Steinen",8100,"Schweiz",7
2017,687000,212000,1374,"Steinerberg",8100,"Schweiz",4
2017,703600,212900,1375,"Unteriberg",8100,"Schweiz",14
2017,663600,199200,1401,"Alpnach",8100,"Schweiz",33
2017,673700,186100,1402,"Engelberg",8100,"Schweiz",32
2017,657100,187800,1403,"Giswil",8100,"Schweiz",17
2017,663700,194800,1404,"Kerns",8100,"Schweiz",21
2017,654900,181800,1405,"Lungern",8100,"Schweiz",12
2017,661000,191200,1406,"Sachseln",8100,"Schweiz",21
2017,661400,194200,1407,"Sarnen",8100,"Schweiz",290
2017,678800,202200,1501,"Beckenried",8100,"Schweiz",12
2017,674700,203000,1502,"Buochs",8100,"Schweiz",12
2017,672400,197600,1503,"Dallenwil",8100,"Schweiz",6
2017,682200,201200,1504,"Emmetten",8100,"Schweiz",3
2017,674300,204200,1505,"Ennetbürgen",8100,"Schweiz",5
2017,666400,204400,1507,"Hergiswil (NW)",8100,"Schweiz",125
2017,672100,201200,1508,"Oberdorf (NW)",8100,"Schweiz",6
2017,670600,201100,1509,"Stans",8100,"Schweiz",422
2017,668500,203300,1510,"Stansstad",8100,"Schweiz",10
2017,672900,195800,1511,"Wolfenschiessen",8100,"Schweiz",9
2017,723200,217800,1630,"Glarus Nord",8100,"Schweiz",136
2017,724300,206100,1631,"Glarus Süd",8100,"Schweiz",106
2017,723700,211300,1632,"Glarus",8100,"Schweiz",1081
2017,682600,227800,1701,"Baar",8100,"Schweiz",530
2017,677400,226100,1702,"Cham",8100,"Schweiz",284
2017,674900,225200,1703,"Hünenberg",8100,"Schweiz",11
2017,687300,226000,1704,"Menzingen",8100,"Schweiz",18
2017,686100,228900,1705,"Neuheim",8100,"Schweiz",8
2017,689200,221100,1706,"Oberägeri",8100,"Schweiz",22
2017,675100,221600,1707,"Risch",8100,"Schweiz",13
2017,679300,227900,1708,"Steinhausen",8100,"Schweiz",4
2017,686900,221300,1709,"Unterägeri",8100,"Schweiz",37
2017,681700,217200,1710,"Walchwil",8100,"Schweiz",7
2017,681800,224700,1711,"Zug",8100,"Schweiz",1868
2017,558200,184900,2011,"Cugy (FR)",8100,"Schweiz",1
2017,554800,187100,2025,"Lully (FR)",8100,"Schweiz",1
2017,566200,185200,2029,"Montagny (FR)",8100,"Schweiz",2
2017,565100,193400,2041,"Saint-Aubin (FR)",8100,"Schweiz",5
2017,556500,185100,2050,"Les Montets",8100,"Schweiz",1
2017,567600,190700,2053,"Belmont-Broye",8100,"Schweiz",2
2017,,,2054,"Estavayer",8100,"Schweiz",33
2017,,,2055,"Cheyres-Châbles",8100,"Schweiz",2
2017,558700,171200,2063,"Billens-Hennens",8100,"Schweiz",29
2017,560300,171800,2096,"Romont (FR)",8100,"Schweiz",2
2017,557100,167600,2099,"Siviriez",8100,"Schweiz",1
2017,553700,165000,2102,"Ursy",8100,"Schweiz",1
2017,561000,167300,2113,"Vuisternens-devant-Romont",8100,"Schweiz",1
2017,566100,174000,2114,"Villorsonnens",8100,"Schweiz",3
2017,563900,180000,2115,"Torny",8100,"Schweiz",1
2017,563700,176700,2116,"La Folliaz",8100,"Schweiz",1
2017,570600,151900,2121,"Haut-Intyamon",8100,"Schweiz",2
2017,570800,162700,2125,"Bulle",8100,"Schweiz",4
2017,572100,166400,2131,"Echarlens",8100,"Schweiz",1
2017,572700,159200,2135,"Gruyères",8100,"Schweiz",1
2017,587700,162200,2138,"Jaun",8100,"Schweiz",4
2017,571200,167200,2140,"Marsens",8100,"Schweiz",1
2017,573000,163900,2143,"Morlon",8100,"Schweiz",2
2017,574900,172200,2147,"Pont-la-Ville",8100,"Schweiz",1
2017,571100,165500,2148,"Riaz",8100,"Schweiz",25
2017,577000,171700,2149,"La Roche",8100,"Schweiz",1
2017,564400,165000,2152,"Sâles",8100,"Schweiz",1
2017,571000,168700,2153,"Sorens",8100,"Schweiz",1
2017,565600,163400,2155,"Vaulruz",8100,"Schweiz",1
2017,568100,163000,2160,"Vuadens",8100,"Schweiz",2
2017,574700,185600,2175,"Belfaux",8100,"Schweiz",16
2017,566600,176700,2177,"Chénens",8100,"Schweiz",1
2017,574500,184200,2183,"Corminboeuf",8100,"Schweiz",1
2017,577900,183600,2196,"Fribourg",8100,"Schweiz",711
2017,578800,180600,2206,"Marly",8100,"Schweiz",3
2017,568700,183600,2213,"Noréaz",8100,"Schweiz",1
2017,569600,185000,2217,"Ponthaux",8100,"Schweiz",2
2017,577000,175100,2226,"Treyvaux",8100,"Schweiz",1
2017,573800,178900,2233,"Hauterive (FR)",8100,"Schweiz",1
2017,576800,187000,2235,"La Sonnaz",8100,"Schweiz",1
2017,571500,174500,2236,"Gibloux",8100,"Schweiz",1
2017,576100,190300,2254,"Courtepin",8100,"Schweiz",2
2017,577300,194200,2257,"Cressier (FR)",8100,"Schweiz",1
2017,579700,193600,2262,"Gurmels",8100,"Schweiz",4
2017,581600,202600,2265,"Kerzers",8100,"Schweiz",19
2017,574800,197000,2271,"Meyriez",8100,"Schweiz",70
2017,575600,197400,2275,"Murten",8100,"Schweiz",15
2017,575000,200900,2284,"Mont-Vully",8100,"Schweiz",4
2017,586400,182600,2291,"Alterswil",8100,"Schweiz",8
2017,581100,188400,2293,"Düdingen",8100,"Schweiz",18
2017,582600,178900,2294,"Giffers",8100,"Schweiz",2
2017,584000,193500,2295,"Bösingen",8100,"Schweiz",1
2017,589400,186200,2296,"Heitenried",8100,"Schweiz",1
2017,588500,176600,2299,"Plaffeien",8100,"Schweiz",12
2017,584900,179700,2301,"Rechthalten",8100,"Schweiz",1
2017,586400,185700,2302,"St. Antoni",8100,"Schweiz",7
2017,583300,176700,2303,"St. Silvester",8100,"Schweiz",3
2017,583200,182100,2304,"St. Ursen",8100,"Schweiz",8
2017,585400,189400,2305,"Schmitten (FR)",8100,"Schweiz",4
2017,583100,184900,2306,"Tafers",8100,"Schweiz",8
2017,581600,180000,2307,"Tentlingen",8100,"Schweiz",4
2017,590300,190400,2308,"Ueberstorf",8100,"Schweiz",2
2017,587700,191500,2309,"Wünnewil-Flamatt",8100,"Schweiz",6
2017,558800,153000,2325,"Châtel-Saint-Denis",8100,"Schweiz",46
2017,556200,161200,2337,"Le Flon",8100,"Schweiz",2
2017,560400,159900,2338,"La Verrerie",8100,"Schweiz",4
2017,626800,241300,2401,"Egerkingen",8100,"Schweiz",9
2017,628700,239900,2402,"Härkingen",8100,"Schweiz",3
2017,623900,236800,2403,"Kestenholz",8100,"Schweiz",4
2017,627000,239200,2404,"Neuendorf",8100,"Schweiz",2
2017,624800,239900,2406,"Oberbuchsiten",8100,"Schweiz",2
2017,621100,237800,2407,"Oensingen",8100,"Schweiz",12
2017,627200,235500,2408,"Wolfwil",8100,"Schweiz",5
2017,619300,240600,2422,"Balsthal",8100,"Schweiz",47
2017,611600,238400,2424,"Herbetswil",8100,"Schweiz",6
2017,624000,242500,2425,"Holderbank (SO)",8100,"Schweiz",2
2017,616000,240400,2426,"Laupersdorf",8100,"Schweiz",7
2017,614400,239600,2427,"Matzendorf",8100,"Schweiz",8
2017,619900,243400,2428,"Mümliswil-Ramiswil",8100,"Schweiz",16
2017,606800,236700,2429,"Welschenrohr",8100,"Schweiz",15
2017,605600,223500,2455,"Lüterkofen-Ichertswil",8100,"Schweiz",3
2017,600700,215700,2457,"Messen",8100,"Schweiz",7
2017,596400,217800,2461,"Schnottwil",8100,"Schweiz",2
2017,604800,226600,2464,"Lüsslingen-Nennigkofen",8100,"Schweiz",2
2017,602800,220400,2465,"Buchegg",8100,"Schweiz",14
2017,617500,255400,2472,"Büren (SO)",8100,"Schweiz",1
2017,613300,258800,2473,"Dornach",8100,"Schweiz",66
2017,615200,256200,2475,"Hochwald",8100,"Schweiz",2
2017,605800,258300,2476,"Hofstetten-Flüh",8100,"Schweiz",1
2017,619200,257900,2478,"Nuglar-St. Pantaleon",8100,"Schweiz",3
2017,601400,258900,2479,"Rodersdorf",8100,"Schweiz",1
2017,616600,253700,2480,"Seewen",8100,"Schweiz",3
2017,606300,259400,2481,"Witterswil",8100,"Schweiz",1
2017,631500,247100,2491,"Hauenstein-Ifenthal",8100,"Schweiz",1
2017,638400,248200,2493,"Lostorf",8100,"Schweiz",8
2017,641700,247000,2495,"Niedergösgen",8100,"Schweiz",14
2017,638800,246100,2497,"Obergösgen",8100,"Schweiz",17
2017,639000,251100,2498,"Rohr (SO)",8100,"Schweiz",2
2017,640100,249100,2499,"Stüsslingen",8100,"Schweiz",3
2017,635000,245900,2500,"Trimbach",8100,"Schweiz",33
2017,637400,246100,2501,"Winznau",8100,"Schweiz",7
2017,642900,249700,2503,"Erlinsbach (SO)",8100,"Schweiz",12
2017,617000,225500,2511,"Aeschi (SO)",8100,"Schweiz",2
2017,609100,225700,2513,"Biberist",8100,"Schweiz",9
2017,613800,229300,2516,"Deitingen",8100,"Schweiz",3
2017,611200,227200,2517,"Derendingen",8100,"Schweiz",16
2017,615800,226200,2518,"Etziken",8100,"Schweiz",2
2017,610100,224400,2519,"Gerlafingen",8100,"Schweiz",6
2017,612500,224300,2520,"Halten",8100,"Schweiz",2
2017,612000,225000,2525,"Kriegstetten",8100,"Schweiz",4
2017,606500,224300,2526,"Lohn-Ammannsegg",8100,"Schweiz",4
2017,611200,229400,2527,"Luterbach",8100,"Schweiz",7
2017,611100,223500,2528,"Obergerlafingen",8100,"Schweiz",1
2017,612600,225400,2529,"Oekingen",8100,"Schweiz",1
2017,611900,223400,2530,"Recherswil",8100,"Schweiz",1
2017,613500,227300,2532,"Subingen",8100,"Schweiz",3
2017,608300,227900,2534,"Zuchwil",8100,"Schweiz",14
2017,614900,222900,2535,"Drei Höfe",8100,"Schweiz",1
2017,609100,233600,2541,"Balm bei Günsberg",8100,"Schweiz",1
2017,604000,229000,2542,"Bellach",8100,"Schweiz",5
2017,598900,228000,2543,"Bettlach",8100,"Schweiz",2
2017,596700,226900,2546,"Grenchen",8100,"Schweiz",255
2017,610500,234100,2547,"Günsberg",8100,"Schweiz",6
2017,611400,232900,2548,"Hubersdorf",8100,"Schweiz",1
2017,605800,230100,2550,"Langendorf",8100,"Schweiz",7
2017,602500,230300,2551,"Lommiswil",8100,"Schweiz",2
2017,604900,231000,2553,"Oberdorf (SO)",8100,"Schweiz",6
2017,609600,230900,2554,"Riedholz",8100,"Schweiz",6
2017,607000,231100,2555,"Rüttenen",8100,"Schweiz",4
2017,601100,228300,2556,"Selzach",8100,"Schweiz",6
2017,641100,245100,2572,"Däniken",8100,"Schweiz",10
2017,638300,244300,2573,"Dulliken",8100,"Schweiz",20
2017,644200,247400,2574,"Eppenberg-Wöschnau",8100,"Schweiz",1
2017,630000,236100,2575,"Fulenbach",8100,"Schweiz",8
2017,642200,245300,2576,"Gretzenbach",8100,"Schweiz",8
2017,629500,240600,2578,"Gunzgen",8100,"Schweiz",2
2017,630500,242800,2579,"Hägendorf",8100,"Schweiz",6
2017,631000,241500,2580,"Kappel (SO)",8100,"Schweiz",2
2017,634700,244700,2581,"Olten",8100,"Schweiz",923
2017,631500,243500,2582,"Rickenbach (SO)",8100,"Schweiz",2
2017,642800,246900,2583,"Schönenwerd",8100,"Schweiz",60
2017,636800,244700,2584,"Starrkirch-Wil",8100,"Schweiz",5
2017,639500,241600,2585,"Walterswil (SO)",8100,"Schweiz",2
2017,632500,243900,2586,"Wangen bei Olten",8100,"Schweiz",29
2017,606900,228800,2601,"Solothurn",8100,"Schweiz",1080
2017,602600,247900,2611,"Bärschwil",8100,"Schweiz",2
2017,607900,250700,2613,"Breitenbach",8100,"Schweiz",84
2017,607800,246800,2615,"Erschwil",8100,"Schweiz",1
2017,610600,249500,2616,"Fehren",8100,"Schweiz",1
2017,604800,247800,2617,"Grindel",8100,"Schweiz",1
2017,612000,252300,2618,"Himmelried",8100,"Schweiz",3
2017,598400,252800,2619,"Kleinlützel",8100,"Schweiz",4
2017,611400,248600,2620,"Meltingen",8100,"Schweiz",1
2017,613600,249200,2621,"Nunningen",8100,"Schweiz",4
2017,612200,248900,2622,"Zullwil",8100,"Schweiz",1
2017,611300,267600,2701,"Basel",8100,"Schweiz",5422
2017,615300,269500,2703,"Riehen",8100,"Schweiz",3
2017,611900,257500,2761,"Aesch (BL)",8100,"Schweiz",11
2017,607300,266700,2762,"Allschwil",8100,"Schweiz",16
2017,613700,260400,2763,"Arlesheim",8100,"Schweiz",200
2017,606700,261800,2764,"Biel-Benken",8100,"Schweiz",2
2017,610000,265200,2765,"Binningen",8100,"Schweiz",311
2017,613900,266900,2766,"Birsfelden",8100,"Schweiz",11
2017,610100,263600,2767,"Bottmingen",8100,"Schweiz",4
2017,608000,258900,2768,"Ettingen",8100,"Schweiz",2
2017,613400,262500,2769,"Münchenstein",8100,"Schweiz",9
2017,615100,264300,2770,"Muttenz",8100,"Schweiz",56
2017,608900,262600,2771,"Oberwil (BL)",8100,"Schweiz",3
2017,611300,256500,2772,"Pfeffingen",8100,"Schweiz",1
2017,611400,260300,2773,"Reinach (BL)",8100,"Schweiz",8
2017,608700,260900,2775,"Therwil",8100,"Schweiz",2
2017,606100,255500,2781,"Blauen",8100,"Schweiz",1
2017,604500,254400,2784,"Dittingen",8100,"Schweiz",1
2017,611300,254600,2786,"Grellingen",8100,"Schweiz",2
2017,604700,252200,2787,"Laufen",8100,"Schweiz",109
2017,599300,250300,2788,"Liesberg",8100,"Schweiz",3
2017,609300,255300,2789,"Nenzlingen",8100,"Schweiz",1
2017,602800,252600,2791,"Röschenz",8100,"Schweiz",1
2017,605800,250000,2792,"Wahlen",8100,"Schweiz",1
2017,606900,253900,2793,"Zwingen",8100,"Schweiz",4
2017,624600,262300,2821,"Arisdorf",8100,"Schweiz",6
2017,622500,255300,2823,"Bubendorf",8100,"Schweiz",2
2017,620900,261400,2824,"Frenkendorf",8100,"Schweiz",3
2017,621900,261700,2825,"Füllinsdorf",8100,"Schweiz",2
2017,624200,258000,2828,"Lausen",8100,"Schweiz",27
2017,622300,259400,2829,"Liestal",8100,"Schweiz",588
2017,619300,263400,2831,"Pratteln",8100,"Schweiz",17
2017,620300,253400,2834,"Ziefen",8100,"Schweiz",3
2017,637900,255700,2841,"Anwil",8100,"Schweiz",1
2017,630700,251100,2843,"Buckten",8100,"Schweiz",17
2017,632100,261700,2844,"Buus",8100,"Schweiz",1
2017,630100,255100,2845,"Diepflingen",8100,"Schweiz",1
2017,631400,257100,2846,"Gelterkinden",8100,"Schweiz",12
2017,632300,251600,2847,"Häfelfingen",8100,"Schweiz",1
2017,634200,259800,2848,"Hemmiken",8100,"Schweiz",1
2017,634700,252900,2851,"Kilchberg (BL)",8100,"Schweiz",1
2017,631600,249500,2852,"Läufelfingen",8100,"Schweiz",4
2017,630700,263800,2853,"Maisprach",8100,"Schweiz",2
2017,633000,257700,2856,"Ormalingen",8100,"Schweiz",1
2017,635900,256700,2858,"Rothenfluh",8100,"Schweiz",1
2017,633600,253600,2860,"Rünenberg",8100,"Schweiz",3
2017,628100,256900,2861,"Sissach",8100,"Schweiz",17
2017,633500,255600,2862,"Tecknau",8100,"Schweiz",5
2017,628200,254000,2863,"Tenniken",8100,"Schweiz",1
2017,629500,256100,2864,"Thürnen",8100,"Schweiz",2
2017,635600,254400,2865,"Wenslingen",8100,"Schweiz",1
2017,630400,252900,2867,"Wittinsburg",8100,"Schweiz",1
2017,635200,251900,2868,"Zeglingen",8100,"Schweiz",2
2017,627800,255400,2869,"Zunzgen",8100,"Schweiz",3
2017,621000,251800,2881,"Arboldswil",8100,"Schweiz",1
2017,616100,249700,2883,"Bretzwil",8100,"Schweiz",2
2017,628100,251500,2884,"Diegten",8100,"Schweiz",2
2017,628800,248400,2885,"Eptingen",8100,"Schweiz",1
2017,624800,244300,2888,"Langenbruck",8100,"Schweiz",5
2017,623600,250700,2891,"Niederdorf",8100,"Schweiz",1
2017,623500,249200,2892,"Oberdorf (BL)",8100,"Schweiz",11
2017,619100,249600,2893,"Reigoldswil",8100,"Schweiz",5
2017,623200,247900,2895,"Waldenburg",8100,"Schweiz",4
2017,679700,284200,2901,"Gächlingen",8100,"Schweiz",2
2017,683700,284000,2903,"Löhningen",8100,"Schweiz",2
2017,679600,282700,2904,"Neunkirch",8100,"Schweiz",6
2017,696100,284800,2915,"Dörflingen",8100,"Schweiz",1
2017,692400,290200,2917,"Lohn (SH)",8100,"Schweiz",3
2017,695100,289300,2920,"Thayngen",8100,"Schweiz",13
2017,685300,283700,2932,"Beringen",8100,"Schweiz",5
2017,684500,269700,2933,"Buchberg",8100,"Schweiz",4
2017,687700,290700,2936,"Merishausen",8100,"Schweiz",3
2017,688500,281900,2937,"Neuhausen am Rheinfall",8100,"Schweiz",27
2017,684600,270700,2938,"Rüdlingen",8100,"Schweiz",2
2017,689600,283800,2939,"Schaffhausen",8100,"Schweiz",2268
2017,682400,291300,2951,"Beggingen",8100,"Schweiz",5
2017,678600,289300,2952,"Schleitheim",8100,"Schweiz",12
2017,681200,285400,2953,"Siblingen",8100,"Schweiz",3
2017,700900,286000,2961,"Buch (SH)",8100,"Schweiz",1
2017,704600,281600,2962,"Hemishofen",8100,"Schweiz",4
2017,702900,285000,2963,"Ramsen",8100,"Schweiz",12
2017,706700,279800,2964,"Stein am Rhein",8100,"Schweiz",27
2017,676500,283400,2971,"Hallau",8100,"Schweiz",9
2017,678000,284400,2972,"Oberhallau",8100,"Schweiz",1
2017,674600,280200,2973,"Trasadingen",8100,"Schweiz",4
2017,677300,280100,2974,"Wilchingen",8100,"Schweiz",8
2017,738700,250300,3001,"Herisau",8100,"Schweiz",533
2017,742000,247700,3002,"Hundwil",8100,"Schweiz",2
2017,735200,243200,3003,"Schönengrund",8100,"Schweiz",2
2017,736800,246100,3004,"Schwellbrunn",8100,"Schweiz",12
2017,743900,248700,3005,"Stein (AR)",8100,"Schweiz",5
2017,739600,242400,3006,"Urnäsch",8100,"Schweiz",15
2017,739500,246700,3007,"Waldstatt",8100,"Schweiz",4
2017,749500,248800,3021,"Bühler",8100,"Schweiz",11
2017,752200,247700,3022,"Gais",8100,"Schweiz",46
2017,751200,253100,3023,"Speicher",8100,"Schweiz",12
2017,747100,250700,3024,"Teufen (AR)",8100,"Schweiz",60
2017,752900,252800,3025,"Trogen",8100,"Schweiz",56
2017,756200,257400,3031,"Grub (AR)",8100,"Schweiz",5
2017,758000,256900,3032,"Heiden",8100,"Schweiz",305
2017,760600,258700,3033,"Lutzenberg",8100,"Schweiz",5
2017,754200,254800,3034,"Rehetobel",8100,"Schweiz",11
2017,761200,254300,3035,"Reute (AR)",8100,"Schweiz",2
2017,754700,253700,3036,"Wald (AR)",8100,"Schweiz",8
2017,763200,257700,3037,"Walzenhausen",8100,"Schweiz",4
2017,759200,258000,3038,"Wolfhalden",8100,"Schweiz",19
2017,749000,244100,3101,"Appenzell",8100,"Schweiz",230
2017,744700,243700,3102,"Gonten",8100,"Schweiz",5
2017,759400,254600,3111,"Oberegg",8100,"Schweiz",17
2017,743400,262100,3201,"Häggenschwil",8100,"Schweiz",6
2017,742000,265100,3202,"Muolen",8100,"Schweiz",12
2017,746200,254600,3203,"St. Gallen",8100,"Schweiz",4618
2017,746300,258700,3204,"Wittenbach",8100,"Schweiz",14
2017,748300,261300,3211,"Berg (SG)",8100,"Schweiz",3
2017,753400,256600,3212,"Eggersriet",8100,"Schweiz",11
2017,752800,260000,3213,"Goldach",8100,"Schweiz",30
2017,749600,259500,3214,"Mörschwil",8100,"Schweiz",12
2017,754800,260700,3215,"Rorschach",8100,"Schweiz",361
2017,756100,259500,3216,"Rorschacherberg",8100,"Schweiz",19
2017,750800,263300,3217,"Steinach",8100,"Schweiz",36
2017,751700,261400,3218,"Tübach",8100,"Schweiz",4
2017,751800,257900,3219,"Untereggen",8100,"Schweiz",2
2017,765800,256100,3231,"Au (SG)",8100,"Schweiz",18
2017,763800,253000,3232,"Balgach",8100,"Schweiz",24
2017,764000,255000,3233,"Berneck",8100,"Schweiz",16
2017,767400,250600,3234,"Diepoldsau",8100,"Schweiz",21
2017,762100,259500,3235,"Rheineck",8100,"Schweiz",15
2017,765500,258100,3236,"St. Margrethen",8100,"Schweiz",23
2017,760700,259300,3237,"Thal",8100,"Schweiz",226
2017,765700,252900,3238,"Widnau",8100,"Schweiz",25
2017,758700,249600,3251,"Altstätten",8100,"Schweiz",537
2017,757500,245900,3252,"Eichberg",8100,"Schweiz",4
2017,760800,251200,3253,"Marbach (SG)",8100,"Schweiz",10
2017,760700,243200,3254,"Oberriet (SG)",8100,"Schweiz",67
2017,761900,252100,3255,"Rebstein",8100,"Schweiz",18
2017,758800,240300,3256,"Rüthi (SG)",8100,"Schweiz",15
2017,754100,225800,3271,"Buchs (SG)",8100,"Schweiz",44
2017,751800,230100,3272,"Gams",8100,"Schweiz",20
2017,751900,227700,3273,"Grabs",8100,"Schweiz",809
2017,756300,236500,3274,"Sennwald",8100,"Schweiz",21
2017,755200,221000,3275,"Sevelen",8100,"Schweiz",22
2017,755300,217800,3276,"Wartau",8100,"Schweiz",30
2017,756900,207900,3291,"Bad Ragaz",8100,"Schweiz",32
2017,744500,217400,3292,"Flums",8100,"Schweiz",44
2017,750500,212500,3293,"Mels",8100,"Schweiz",66
2017,756900,206300,3294,"Pfäfers",8100,"Schweiz",9
