Unnamed: 0,Addresse,Lat,Lng,Name,Rating,Points,geometry
1657,"Untere Grabenstrasse 26, 4800 Zofingen, Switzerland",47.288423200000004,7.9430475000000005,L'ALTRO,4.2,POINT (7.9430475 47.2884232),POINT (7.9430475 47.2884232)
1658,"Zürichstrasse 2, 4665 Oftringen, Switzerland",47.312476700000005,7.921585,Bistro Villa GmbH,5.0,POINT (7.921585 47.3124767),POINT (7.921585 47.3124767)
1659,"Untere Brühlstrasse 21a, 4800 Zofingen, Switzerland",47.2937234,7.932065499999998,Bleiche Bistro,4.4,POINT (7.932065499999998 47.2937234),POINT (7.932065499999998 47.2937234)
1661,"Vordere Hauptgasse 1, 4800 Zofingen, Switzerland",47.2905595,7.944143899999998,"Pizzeria Hallo - Bistro, Take Away, Snacks",4.1,POINT (7.944143899999998 47.2905595),POINT (7.944143899999998 47.2905595)
1662,"Bärengasse 17, 4800 Zofingen, Switzerland",47.2905646,7.945011600000001,I Sapori dell'Etna,4.9,POINT (7.945011600000001 47.2905646),POINT (7.945011600000001 47.2905646)
1663,"Route de Suisse 41, 1290 Versoix, Switzerland",46.277648299999996,6.168631299999999,Amici Miei,4.4,POINT (6.168631299999999 46.2776483),POINT (6.168631299999999 46.2776483)
1664,"144, Route de l'Etraz, 1290 Versoix, Switzerland",46.2822664,6.145645500000001,Les Gravines Chez Anthony Pizzeria Restaurant,3.8,POINT (6.145645500000001 46.2822664),POINT (6.145645500000001 46.2822664)
1665,"13 Rue de Versoix, 01210 Ferney-Voltaire, France",46.25623299999999,6.111222,MAMMA TRATTORIA - Restaurant / Pizzeria à Ferney Voltaire,4.3,POINT (6.111222 46.25623299999999),POINT (6.111222 46.25623299999999)
1667,"Dorfstrasse 48, 8805 Richterswil, Switzerland",47.2078099,8.7050573,Restaurant Raben,4.0,POINT (8.7050573 47.2078099),POINT (8.7050573 47.2078099)
1668,"Poststrasse 14A, 8805 Richterswil, Switzerland",47.208656,8.705843,Bottega Calabrese Mauro Parise,3.5,POINT (8.705843 47.208656),POINT (8.705843 47.208656)
1687,"3074, Thunstrasse 80, 3006 Muri bei Bern, Switzerland",46.9312422,7.486568399999999,Restaurant Sternen Muri,4.2,POINT (7.486568399999999 46.9312422),POINT (7.486568399999999 46.9312422)
1691,"Thunstrasse 68, 3074 Muri bei Bern, Switzerland",46.93213919999999,7.4842515,Restaurant La Caletta,4.7,POINT (7.4842515 46.93213919999999),POINT (7.4842515 46.93213919999999)
1700,"Worbstrasse 218, 3073 Gümligen, Switzerland",46.9333922,7.5054683,Vennerstöckli,4.4,POINT (7.5054683 46.9333922),POINT (7.5054683 46.9333922)
1702,"32 Feldstrasse, 3073 Muri bei Bern, Switzerland",46.926949900000004,7.5028929999999985,HANS IM GLÜCK - Burgergrill | Bern GÜMLIGEN,4.1,POINT (7.502892999999998 46.9269499),POINT (7.502892999999998 46.9269499)
1705,"Bodenackerweg 6, 3074 Muri bei Bern, Switzerland",46.9255,7.471349999999998,Restaurant Fähribeizli Muri bei Bern,4.3,POINT (7.471349999999998 46.9255),POINT (7.471349999999998 46.9255)
1708,"Belpstrasse 3, 3074 Muri bei Bern, Switzerland",46.9302122,7.4864301000000015,Restaurant Murizentrum,3.7,POINT (7.486430100000002 46.9302122),POINT (7.486430100000002 46.9302122)
1710,"Worbstrasse 326, 3073 Gümligen, Switzerland",46.9323174,7.518308800000001,Restaurant acappella,4.5,POINT (7.518308800000001 46.9323174),POINT (7.518308800000001 46.9323174)
1712,"Jägerstrasse 1, 3074 Muri bei Bern, Switzerland",46.934696,7.480986,Restaurant La Villette,3.8,POINT (7.480986 46.934696),POINT (7.480986 46.934696)
1716,"Bodenacker 6, 3074 Muri bei Bern, Switzerland",46.925540999999996,7.471353,Fähribeizli AG,4.3,POINT (7.471353 46.925541),POINT (7.471353 46.925541)
1720,"Feldstrasse 44, 3073 Gümligen, Switzerland",46.92856,7.5017254000000015,Sensi Restaurant,4.5,POINT (7.501725400000002 46.92856),POINT (7.501725400000002 46.92856)
1721,"Worbstrasse 221, 3073 Gümligen, Switzerland",46.93349370000001,7.506031200000002,Thai Shokdee Restaurant Take Away,4.7,POINT (7.506031200000002 46.93349370000001),POINT (7.506031200000002 46.93349370000001)
1726,"Belalpstrasse 10, 3900 Brig, Switzerland",46.318104999999996,7.989419,Ristorante Pizzeria Alpina,4.2,POINT (7.989419 46.318105),POINT (7.989419 46.318105)
1727,"Furkastrasse 14, 3900 Brig, Switzerland",46.3176223,7.9870031999999975,Conti Restaurant Brig,4.1,POINT (7.987003199999998 46.3176223),POINT (7.987003199999998 46.3176223)
1728,"Furkastrasse 5, 3900 Brig, Switzerland",46.3169782,7.9873523,Channa Brig,4.3,POINT (7.9873523 46.3169782),POINT (7.9873523 46.3169782)
1729,"2, Sebastianspl., 3900 Brig, Switzerland",46.3164355,7.987770699999999,Restaurant Commerce Brig,3.8,POINT (7.987770699999999 46.3164355),POINT (7.987770699999999 46.3164355)
1730,"Saltinapl. 1, 3902 Glis, Switzerland",46.3158445,7.9870261,Restaurant Müller,4.1,POINT (7.9870261 46.3158445),POINT (7.9870261 46.3158445)
1731,"Sebastiansgasse 4, 3900 Brig, Switzerland",46.316533899999996,7.989024000000001,Pizza House Brig Pizza,4.8,POINT (7.989024000000001 46.3165339),POINT (7.989024000000001 46.3165339)
1732,"Bleike 17, 3911 Ried-Brig, Switzerland",46.3056773,8.0097521,Restaurant Zer Mili,4.7,POINT (8.0097521 46.3056773),POINT (8.0097521 46.3056773)
1733,"Englisch-Gruss-Strasse 50, 3902 Glis, Switzerland",46.3157957,7.9826912,"Restaurant Romantica, Geschwister Fercher",4.2,POINT (7.9826912 46.3157957),POINT (7.9826912 46.3157957)
1734,"Dorfpl. 25, 3902 Glis, Switzerland",46.3102797,7.9770976,Restaurant Glishorn,4.3,POINT (7.9770976 46.3102797),POINT (7.9770976 46.3102797)
1735,"Kapuzinerstraße 2, 79618 Rheinfelden (Baden), Germany",47.5590489,7.785842199999998,PastaKönig,3.7,POINT (7.785842199999998 47.5590489),POINT (7.785842199999998 47.5590489)
1736,"Schildgasse 8, 79618 Rheinfelden (Baden), Germany",47.569066299999996,7.8000648,Ristorante Pizzeria Capri,3.8,POINT (7.8000648 47.5690663),POINT (7.8000648 47.5690663)
1740,"Fécampring 36, 79618 Rheinfelden (Baden), Germany",47.5623732,7.779145100000001,Pompei,4.2,POINT (7.779145100000001 47.5623732),POINT (7.779145100000001 47.5623732)
1741,"Nollinger Str. 9, 79618 Rheinfelden (Baden), Germany",47.55995979999999,7.7838451000000015,Trattoria Da Franco,4.0,POINT (7.783845100000002 47.55995979999999),POINT (7.783845100000002 47.55995979999999)
1743,"Ochsenmattstraße 7-9, 79618 Rheinfelden (Baden), Germany",47.575107700000004,7.803065900000001,Trattoria da Gerardo,4.3,POINT (7.803065900000001 47.5751077),POINT (7.803065900000001 47.5751077)
1744,"Hauptstraße 27, 79618 Rheinfelden (Baden), Germany",47.55679320000001,7.732166,Ristorante Al Dente,4.3,POINT (7.732166 47.55679320000001),POINT (7.732166 47.55679320000001)
1745,"Karl-Fürstenberg-Straße 1, 79618 Rheinfelden (Baden), Germany",47.55927459999999,7.785079,Eiscafé Dolomiti,3.5,POINT (7.785079 47.55927459999999),POINT (7.785079 47.55927459999999)
1746,"Kaiserstrasse 31, 4310 Rheinfelden, Switzerland",47.5516002,7.788077500000001,Restaurant La Ticinella,4.3,POINT (7.788077500000001 47.5516002),POINT (7.788077500000001 47.5516002)
1747,"Eichbergstraße 44, 79618 Rheinfelden (Baden), Germany",47.55607819999999,7.7688109,Pizzaservice La Bussola,3.7,POINT (7.7688109 47.55607819999999),POINT (7.7688109 47.55607819999999)
1748,"Hauptstraße 27, 79618 Rheinfelden (Baden), Germany",47.55679320000001,7.732166,Ristorante Al Dente,0.0,POINT (7.732166 47.55679320000001),POINT (7.732166 47.55679320000001)
1749,"Poststrasse 17, 8580 Amriswil, Switzerland",47.550217100000005,9.3008936,La Vita - Ristorante Pizzeria,4.6,POINT (9.3008936 47.5502171),POINT (9.3008936 47.5502171)
1750,"86, Kreuzlingerstrasse, 8587 Oberaach, Switzerland",47.552727000000004,9.270444,Pizzeria Vesuvio,4.3,POINT (9.270443999999999 47.552727),POINT (9.270443999999999 47.552727)
1751,"Kreuzlingerstrasse 51, 8580 Amriswil, Switzerland",47.5483419,9.2756475,Pizzeria Eufrat,4.3,POINT (9.2756475 47.5483419),POINT (9.2756475 47.5483419)
1752,"Amriswilerstrasse 2, 9315 Egnach, Switzerland",47.528953200000004,9.369923599999998,Rossini,4.5,POINT (9.369923599999998 47.5289532),POINT (9.369923599999998 47.5289532)
1753,"Neustrasse 20, 8590 Romanshorn, Switzerland",47.5627507,9.3788914,Loftorante Campania,4.3,POINT (9.378891400000001 47.5627507),POINT (9.378891400000001 47.5627507)
1754,"Egg 2, 8580 Amriswil, Switzerland",47.5371703,9.3066134,Restaurant Weinberg,4.5,POINT (9.3066134 47.5371703),POINT (9.3066134 47.5371703)
1755,"Weinfelderstrasse 2, 8580 Amriswil, Switzerland",47.54531300000001,9.298293,Olivers Restaurant,4.7,POINT (9.298292999999999 47.54531300000001),POINT (9.298292999999999 47.54531300000001)
1756,"Dianastrasse 11, 8580 Amriswil, Switzerland",47.5495533,9.3013661,Restaurant Friedheim,4.2,POINT (9.301366099999999 47.5495533),POINT (9.301366099999999 47.5495533)
1757,"Alleestrasse 53, 8590 Romanshorn, Switzerland",47.562633399999996,9.3776717,La Luna Food & Gastrobetriebe GmbH,3.9,POINT (9.3776717 47.5626334),POINT (9.3776717 47.5626334)
1760,"Mall of Switzerland, Ebisquare strasse 1, 6030 Ebikon, Switzerland",47.093181799999996,8.358059299999999,Andulino,3.7,POINT (8.358059299999999 47.0931818),POINT (8.358059299999999 47.0931818)
1761,"Zentralstrasse 7, 6030 Ebikon, Switzerland",47.0821321,8.3414291,Restaurant Pizzeria - Sonne,4.4,POINT (8.341429099999999 47.0821321),POINT (8.341429099999999 47.0821321)
1767,"Zentralstrasse 3, 6030 Ebikon, Switzerland",47.0804644,8.338541000000001,dieci Pizzakurier Luzern-Ebikon,3.8,POINT (8.338541000000001 47.0804644),POINT (8.338541000000001 47.0804644)
1768,"Ebisquare strasse 1, 6030 Ebikon, Switzerland",47.093697799999994,8.358389200000001,La- Dolcevita,0.0,POINT (8.358389200000001 47.09369779999999),POINT (8.358389200000001 47.09369779999999)
1776,"2, Raiffeisenpl., 9244 Niederuzwil, Switzerland",47.4456265,9.1424225,Ristorante Pizzeria - La Piazza,4.5,POINT (9.1424225 47.4456265),POINT (9.1424225 47.4456265)
1778,"Henauerstrasse 44, 9244 Niederuzwil, Switzerland",47.44786999999999,9.135141,Ristorante Pizzeria La Favola,4.6,POINT (9.135141000000001 47.44786999999999),POINT (9.135141000000001 47.44786999999999)
1779,"Bahnhofstrasse 62, 9240 Uzwil, Switzerland",47.434999,9.130037,Hotel-Restaurant Bahnhof,3.8,POINT (9.130037 47.434999),POINT (9.130037 47.434999)
1782,"Chemin du Lavasson 14, 1196 Gland, Switzerland",46.4249653,6.2724364,Restaurant Le 14,4.4,POINT (6.2724364 46.4249653),POINT (6.2724364 46.4249653)
1785,"Seestrasse 67, 3700 Spiez, Switzerland",46.68864,7.68898,Riviera by Elio,4.5,POINT (7.68898 46.68864),POINT (7.68898 46.68864)
1786,"Oberlandstrasse 6, 3700 Spiez, Switzerland",46.6894602,7.675744899999999,Café Rest. Pinocchio,4.6,POINT (7.675744899999999 46.6894602),POINT (7.675744899999999 46.6894602)
1787,"Seefeldstrasse 269, 8008 Zürich, Switzerland",47.349044299999996,8.563244000000001,La Trattoria Blumenau,4.6,POINT (8.563244000000001 47.3490443),POINT (8.563244000000001 47.3490443)
1788,"Forchstrasse 191, 8125 Zollikerberg, Switzerland",47.34618709999999,8.603733499999999,Ristorante Rosengarten,3.8,POINT (8.603733499999999 47.34618709999999),POINT (8.603733499999999 47.34618709999999)
1810,"Höhestrasse 73, 8702 Zollikon, Switzerland",47.3408451,8.580972000000001,Zur Höhe,4.5,POINT (8.580972000000001 47.3408451),POINT (8.580972000000001 47.3408451)
1817,"Niederdorfstrasse 5, 8001 Zürich, Switzerland",47.3728971,8.543598,Spaghetti Factory,4.0,POINT (8.543597999999999 47.3728971),POINT (8.543597999999999 47.3728971)
1818,"Flühgasse 69, 8008 Zürich, Switzerland",47.3503309,8.5672063,Zur Oberen Flühgasse,4.5,POINT (8.5672063 47.3503309),POINT (8.5672063 47.3503309)
1820,"Trichtenhausenstrasse 235, 8125 Zollikerberg, Switzerland",47.3509039,8.6022716,Fleisch am Chnoche,4.3,POINT (8.6022716 47.3509039),POINT (8.6022716 47.3509039)
1822,"Asylstrasse 81, 8032 Zürich, Switzerland",47.366809100000005,8.561675099999999,Luca²,4.8,POINT (8.561675099999999 47.3668091),POINT (8.561675099999999 47.3668091)
1823,"Theaterstrasse 10, 8001 Zürich, Switzerland",47.3663787,8.546693300000001,Santa Lucia,4.1,POINT (8.546693300000001 47.3663787),POINT (8.546693300000001 47.3663787)
1824,"Asylstrasse 110, 8032 Zürich, Switzerland",47.365430100000005,8.563609800000002,Aroma,4.7,POINT (8.563609800000002 47.3654301),POINT (8.563609800000002 47.3654301)
1826,"Seefeldstrasse 27, 8008 Zürich, Switzerland",47.363566,8.549508,Sazio,4.6,POINT (8.549507999999999 47.363566),POINT (8.549507999999999 47.363566)
1828,"Seefeldstrasse 96, 8008 Zürich, Switzerland",47.3597555,8.5524442,Fior Di Lago,2.0,POINT (8.5524442 47.3597555),POINT (8.5524442 47.3597555)
1829,"Zollikerstrasse 1, 8008 Zürich, Switzerland",47.364217700000005,8.554734300000002,Restaurant Kreuzplatz,3.3,POINT (8.554734300000002 47.3642177),POINT (8.554734300000002 47.3642177)
1831,"Asylstrasse 125, 8032 Zürich, Switzerland",47.365306200000006,8.5648862,Ristorante Pizzeria Bella Donna,4.0,POINT (8.5648862 47.36530620000001),POINT (8.5648862 47.36530620000001)
1833,"Rössligasse 7, 8001 Zürich, Switzerland",47.369321500000005,8.544494699999998,Il Gattopardo,4.7,POINT (8.544494699999998 47.36932150000001),POINT (8.544494699999998 47.36932150000001)
1834,"Alte Landstrasse 86, 8702 Zollikon, Switzerland",47.3380667,8.5746156,Restaurant Rössli,4.3,POINT (8.5746156 47.3380667),POINT (8.5746156 47.3380667)
1836,"Schmidgasse 3, 8001 Zürich, Switzerland",47.3747542,8.5435477,Toscano,4.6,POINT (8.5435477 47.3747542),POINT (8.5435477 47.3747542)
1837,"Seefeldstrasse 5, 8008 Zürich, Switzerland",47.3650473,8.5482766,Masi,4.1,POINT (8.548276599999999 47.3650473),POINT (8.548276599999999 47.3650473)
1838,"Alte Landstrasse 94, 8702 Zollikon, Switzerland",47.3376185,8.5751882,Trube,4.7,POINT (8.575188199999999 47.3376185),POINT (8.575188199999999 47.3376185)
1839,"Oberdorfstrasse 2, 8001 Zürich, Switzerland",47.3683979,8.5460502,Tschingg,4.2,POINT (8.5460502 47.3683979),POINT (8.5460502 47.3683979)
1841,"Rämistrasse 8, 8001 Zürich, Switzerland",47.367759,8.546157599999999,Vapiano,4.1,POINT (8.546157599999999 47.367759),POINT (8.546157599999999 47.367759)
1842,"Horneggstrasse 15, 8008 Zürich, Switzerland",47.3526222,8.5592272,Brasserie Seefeld,4.5,POINT (8.5592272 47.3526222),POINT (8.5592272 47.3526222)
1843,"Seilergraben 9, 8001 Zürich, Switzerland",47.3735028,8.5466944,Hirschberg,4.7,POINT (8.5466944 47.3735028),POINT (8.5466944 47.3735028)
1844,"Stampfenbachstrasse 6, 8001 Zürich, Switzerland",47.37750279999999,8.543925400000001,Positano,4.2,POINT (8.543925400000001 47.37750279999999),POINT (8.543925400000001 47.37750279999999)
1845,"Zürichbergstrasse 19, 8032 Zürich, Switzerland",47.3736464,8.5530219,Sento,3.7,POINT (8.553021899999999 47.3736464),POINT (8.553021899999999 47.3736464)
1846,"Zollikerstrasse 10, 8008 Zürich, Switzerland",47.3637656,8.554566399999999,Giusi's,4.5,POINT (8.554566399999999 47.3637656),POINT (8.554566399999999 47.3637656)
1847,"Place de la Gare 16, 2800 Delémont, Switzerland",47.3623564,7.350195299999998,Restaurant le Suisse,3.8,POINT (7.350195299999998 47.3623564),POINT (7.350195299999998 47.3623564)
1848,"Route de Moutier 3, 2800 Delémont, Switzerland",47.362875,7.3501335999999995,Le Poivrier,4.5,POINT (7.350133599999999 47.362875),POINT (7.350133599999999 47.362875)
1849,"Rue Emile-Boéchat 87, 2800 Delémont, Switzerland",47.360550399999994,7.358593699999999,La Croisée des Loisirs,4.1,POINT (7.358593699999999 47.36055039999999),POINT (7.358593699999999 47.36055039999999)
1850,"Rue des Moulins 1, 2800 Delémont, Switzerland",47.36538119999999,7.3454872999999985,La Baguette d'Or,4.4,POINT (7.345487299999998 47.36538119999999),POINT (7.345487299999998 47.36538119999999)
1851,"Place Roland Béguelin 10, 2800 Delémont, Switzerland",47.365646399999996,7.3435807,La Croix Blanche,4.2,POINT (7.3435807 47.3656464),POINT (7.3435807 47.3656464)
1852,"165, Rue du Vorbourg, 2800 Delémont, Switzerland",47.381434399999996,7.3547353000000015,Restaurant du Vorbourg,4.4,POINT (7.354735300000002 47.3814344),POINT (7.354735300000002 47.3814344)
1853,"Route de Courroux 22, 2800 Delémont, Switzerland",47.3618491,7.3627937,"restaurant pizzeria ""La Charrue"" chez carminuccio",4.1,POINT (7.3627937 47.3618491),POINT (7.3627937 47.3618491)
1854,"Rue de la Préfecture 7, 2800 Delémont, Switzerland",47.36573129999999,7.3438754999999984,Restaurant de la Cigogne,4.0,POINT (7.343875499999998 47.36573129999999),POINT (7.343875499999998 47.36573129999999)
1855,"Route de Porrentruy 10, 2800 Delémont, Switzerland",47.363270799999995,7.3408774,la tour rouge sàrl,4.3,POINT (7.3408774 47.3632708),POINT (7.3408774 47.3632708)
1856,"Route de Domont 3, 2800 Delémont, Switzerland",47.3685925,7.3104838,Restaurant Château de Domont,4.3,POINT (7.3104838 47.3685925),POINT (7.3104838 47.3685925)
1857,"Place de la Gare 10, 2800 Delémont, Switzerland",47.362499,7.350827000000001,Hôtel Restaurant du Midi,4.1,POINT (7.350827000000001 47.362499),POINT (7.350827000000001 47.362499)
1858,"Route du Vorbourg 142, 2800 Delémont, Switzerland",47.375522,7.353525999999999,Hôtel-Restaurant Le Mexique,4.2,POINT (7.353525999999999 47.375522),POINT (7.353525999999999 47.375522)
1859,"Rue du 23-Juin 10, 2830 Courrendlin, Switzerland",47.33936449999999,7.372941699999998,Restaurant La Couronne,4.2,POINT (7.372941699999998 47.33936449999999),POINT (7.372941699999998 47.33936449999999)
1860,"Quai de la Sorne 4, 2800 Delémont, Switzerland",47.3627005,7.3478520000000005,Metropole,4.6,POINT (7.347852 47.3627005),POINT (7.347852 47.3627005)
1861,"Route de la Communance 12, 2800 Delémont, Switzerland",47.3568146,7.3428879999999985,FAPS Associazione Pugliese,4.3,POINT (7.342887999999999 47.3568146),POINT (7.342887999999999 47.3568146)
1862,"Rue de la Jeunesse 10, 2800 Delémont, Switzerland",47.3598229,7.3435038,"Au Bistr Hockey, Cyrille Marzolo",4.1,POINT (7.3435038 47.3598229),POINT (7.3435038 47.3598229)
1863,"Rue de la Molière 5, 2800 Delémont, Switzerland",47.363676,7.3474689999999985,La Bella Ciao - Delémont,4.7,POINT (7.347468999999998 47.363676),POINT (7.347468999999998 47.363676)
1864,"Rue de Chêtre 2, 2800 Delémont, Switzerland",47.366510999999996,7.343492599999999,Café - Bar - Restaurant - L'Espagne,4.2,POINT (7.343492599999999 47.366511),POINT (7.343492599999999 47.366511)
1865,"Bahnhofstrasse 18, 8750 Glarus, Switzerland",47.03994829999999,9.0684403,L' Angolo dei Sapori Glarus City,3.5,POINT (9.068440300000001 47.03994829999999),POINT (9.068440300000001 47.03994829999999)
1866,"Abläschstrasse 15, 8750 Glarus, Switzerland",47.0380771,9.069589599999999,Pizzeria Steinbock,4.5,POINT (9.069589599999999 47.0380771),POINT (9.069589599999999 47.0380771)
1867,"Bankstrasse 24, 8750 Glarus, Switzerland",47.040471999999994,9.0682121,Calimero Glarus,4.5,POINT (9.0682121 47.04047199999999),POINT (9.0682121 47.04047199999999)
1868,"Landstrasse 80, 8750 Glarus, Switzerland",47.04595,9.061297,Restaurant Höhe Glarus,4.5,POINT (9.061297 47.04595),POINT (9.061297 47.04595)
1869,"Bergli 50, 8750 Glarus, Switzerland",47.041666,9.05947,Restaurant Bergli Glarus,4.5,POINT (9.059469999999999 47.041666),POINT (9.059469999999999 47.041666)
1870,"Postgasse 36, 8750 Glarus, Switzerland",47.0419671,9.0674545,Pizzeria Waage,4.1,POINT (9.0674545 47.0419671),POINT (9.0674545 47.0419671)
1871,"Gemeindehausstrasse 3, 8750 Glarus, Switzerland",47.0398833,9.0703364,Pizzakurier Pinocchio,3.4,POINT (9.0703364 47.0398833),POINT (9.0703364 47.0398833)
1872,"Bahnhofstrasse 2, 8750 Glarus, Switzerland",47.039694,9.070613,Glarnerhof,4.4,POINT (9.070613 47.039694),POINT (9.070613 47.039694)
1873,"Horgenberg, 8756 Glarus Süd, Switzerland",47.02231159999999,9.0794921,Restaurant Horgenberg,4.4,POINT (9.0794921 47.02231159999999),POINT (9.0794921 47.02231159999999)
1874,"Iseliguet 2, 8750 Glarus, Switzerland",47.050794599999996,9.0586965,McDonald's,3.7,POINT (9.0586965 47.0507946),POINT (9.0586965 47.0507946)
1875,"Schützenhausstrasse 55, 8750 Glarus, Switzerland",47.0382776,9.0648351,"Restaurant Schützenhaus,",4.7,POINT (9.0648351 47.0382776),POINT (9.0648351 47.0382776)
1876,"Centro 6, 8754 Netstal, Switzerland",47.068985600000005,9.0564177,Ristorante Tris,4.0,POINT (9.056417700000001 47.0689856),POINT (9.056417700000001 47.0689856)
1877,"Ennetlintherstrasse 78, 8783 Glarus Süd, Switzerland",46.92042790000001,8.9939704,"Pizza Pasta Pierino, Pietro Coppola",4.8,POINT (8.9939704 46.92042790000001),POINT (8.9939704 46.92042790000001)
1878,"Landstrasse 41, 8750 Glarus, Switzerland",47.0440291,9.0616206,Raan Thai Bunma,4.6,POINT (9.061620599999999 47.0440291),POINT (9.061620599999999 47.0440291)
1879,"Sackbergstrasse 44, 8784 Glarus Süd, Switzerland",47.034471,9.013296,Berggasthaus Schwammhöhe,4.5,POINT (9.013296 47.034471),POINT (9.013296 47.034471)
1880,"Schweizerhofstrasse 6, 8750 Glarus, Switzerland",47.040673,9.070889,Migros Restaurant,4.2,POINT (9.070888999999999 47.040673),POINT (9.070888999999999 47.040673)
1881,"Asylstrasse 32, 8750 Glarus, Switzerland",47.045367999999996,9.0639549,Taverna Thessaloniki - Sonnegg Glarus,4.4,POINT (9.063954900000001 47.045368),POINT (9.063954900000001 47.045368)
1882,"Burgstrasse 67, 8750 Glarus, Switzerland",47.042792299999995,9.0672405,Yak Restaurant,4.6,POINT (9.0672405 47.0427923),POINT (9.0672405 47.0427923)
1883,"Kirchweg 64, 8750 Glarus, Switzerland",47.037248999999996,9.071409,Restaurant Bar National-Saloon,4.3,POINT (9.071408999999999 47.037249),POINT (9.071408999999999 47.037249)
1884,"8750 Glarus, Switzerland",46.995588700000006,8.9403981,Restaurant Käsern-Alp,4.7,POINT (8.940398099999999 46.99558870000001),POINT (8.940398099999999 46.99558870000001)
1885,"Hauptstrasse 80, 8762 Glarus Süd, Switzerland",46.9936723,9.0730632,Pizzeria Luna B. Shala,4.3,POINT (9.0730632 46.9936723),POINT (9.0730632 46.9936723)
1886,"Zaunpl. 6, 8750 Glarus, Switzerland",47.038800200000004,9.067505699999998,Glarnerstübli,4.0,POINT (9.067505699999998 47.0388002),POINT (9.067505699999998 47.0388002)
1887,"8750 Glarus, Switzerland",47.02401690000001,8.940207899999997,Gasthaus Im Plätz Klöntal,4.0,POINT (8.940207899999997 47.02401690000001),POINT (8.940207899999997 47.02401690000001)
1888,"Bahnhofstrasse 2, 8755 Ennenda, Switzerland",47.0336645,9.076821699999998,"Restaurant Trigonella, Gesellschaftshaus",4.2,POINT (9.076821699999998 47.0336645),POINT (9.076821699999998 47.0336645)
1889,"8750, Glarus, Switzerland",47.045094399999996,9.068596300000001,Burlet,0.0,POINT (9.068596300000001 47.0450944),POINT (9.068596300000001 47.0450944)
1890,"8775 Glarus Süd, Switzerland",46.97033750000001,9.005087300000001,Restaurant Bächialp (Bösbächi Beiz),3.6,POINT (9.005087300000001 46.97033750000001),POINT (9.005087300000001 46.97033750000001)
1891,"Landstrasse 26, 8754 Netstal, Switzerland",47.0637584,9.055117300000001,Restaurant Bären Netstal,4.5,POINT (9.055117300000001 47.0637584),POINT (9.055117300000001 47.0637584)
1892,"Landstr. 13a, 8754 Netstal, Switzerland",47.063845,9.056148,Schwert Netstal,4.6,POINT (9.056148 47.063845),POINT (9.056148 47.063845)
1893,"Dorfstrasse 23, 8762 Glarus Süd, Switzerland",47.00050170000001,9.0858916,Restaurant Adler,4.3,POINT (9.0858916 47.00050170000001),POINT (9.0858916 47.00050170000001)
1894,"Uschenrietstrasse 16, 8755 Ennenda, Switzerland",47.019076,9.087252000000001,Waldwirtschaft Uschenriet,4.5,POINT (9.087252000000001 47.019076),POINT (9.087252000000001 47.019076)
1895,"Hauptstrasse 70, 8775 Glarus, Switzerland",46.9753655,9.047032000000002,Langlauf Töditritt Loipen Glarus / Glarnerland,2.8,POINT (9.047032000000002 46.9753655),POINT (9.047032000000002 46.9753655)
1898,"Bahnhofstrasse 27, 6403 Küssnacht, Switzerland",47.0823209,8.4382372,Ristorante Pizzeria Vecchio,3.9,POINT (8.4382372 47.0823209),POINT (8.4382372 47.0823209)
1899,"Bahnhofstrasse 44, 9470 Buchs, Switzerland",47.166042600000004,9.4725623,Ristorante Sensi,4.6,POINT (9.4725623 47.1660426),POINT (9.4725623 47.1660426)
1900,"Landstrasse 152, 9494 Schaan, Liechtenstein",47.1578291,9.509278300000002,Restaurant Da Dona,4.5,POINT (9.509278300000002 47.1578291),POINT (9.509278300000002 47.1578291)
1901,"Grünaustrasse 1, im Kappelihof, 9475 Buchs, Switzerland",47.16602329999999,9.47693,Restaurant Grünau,5.0,POINT (9.476929999999999 47.16602329999999),POINT (9.476929999999999 47.16602329999999)
1902,"Bahnhofstrasse 9, 9470 Buchs, Switzerland",47.1670412,9.4785642,Rheintal Kebab,4.5,POINT (9.478564199999999 47.1670412),POINT (9.478564199999999 47.1670412)
1903,"57 Bahnhofstrasse, 9470 Buchs, Switzerland",47.1653105,9.4721327,PastaTECA,4.5,POINT (9.4721327 47.1653105),POINT (9.4721327 47.1653105)
1904,"Bahnhofstrasse 2, 9470 Buchs, Switzerland",47.16728850000001,9.4779135,Restaurant Troya,4.1,POINT (9.4779135 47.16728850000001),POINT (9.4779135 47.16728850000001)
1905,"Im Alten Riet 100, 9494 Schaan, Liechtenstein",47.1737354,9.5127714,da Noi,4.6,POINT (9.5127714 47.1737354),POINT (9.5127714 47.1737354)
1906,"St. Gallerstrasse 7, 9470 Buchs, Switzerland",47.165391,9.469399000000001,Restaurant Traube,4.6,POINT (9.469399000000001 47.165391),POINT (9.469399000000001 47.165391)
1907,"Bahnhofstrasse 43, 9470 Buchs, Switzerland",47.1659211,9.473322900000001,Restaurant Avanti II,4.4,POINT (9.473322900000001 47.1659211),POINT (9.473322900000001 47.1659211)
1908,"Unterstüdtlistrasse 16, 9470 Buchs, Switzerland",47.166543,9.472588,Restaurant Öpfelbom,4.5,POINT (9.472588 47.166543),POINT (9.472588 47.166543)
1909,"Grabenstrasse 2, 9471 Buchs, Switzerland",47.169689,9.463217,Landgasthof Werdenberg,4.0,POINT (9.463217 47.169689),POINT (9.463217 47.169689)
